,name,stars,Ambience,RestaurantsPriceRange2,RestaurantsReservations,OutdoorSeating,RestaurantsAttire,BusinessAcceptsCreditCards,RestaurantsDelivery,Alcohol,BusinessParking,RestaurantsTakeOut,GoodForKids,GoodForKids,HasTV,RestaurantsGoodForGroups
182,Wise Guys Lounge & Grill,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
183,Jekyll's Kitchen,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
184,Kavanaugh's Esquire Club,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
185,Delmonico's Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,'dressy',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
186,Outback Steakhouse,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
187,Outback Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
188,Texas Roadhouse,4.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
189,Steak ’n Shake,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",1,False,False,'casual',True,False,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
190,Wonder Bar Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,False,True,True
191,Ken Stewart's East Bank,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': True, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
192,Gamekeeper's Taverne,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
193,The Original Roadhouse,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NaN,True,NaN,NaN,NaN,NaN,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,NaN,NaN,True,NaN
194,LongHorn Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
195,Applebee's Grill + Bar,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",4,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
196,Trivs,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
197,Shogun Japanese Steak House,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,'casual',True,False,'beer_and_wine',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
198,Wasabi Japanese Steakhouse,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,False,'casual',True,False,'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
199,Steak ’n Shake,2.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,False,False,'casual',True,False,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
200,Mantini's Woodfired,3.0,NaN,3,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,False,False,NaN,True
201,Shinto Japanese Steakhouse & Sushi Bar,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
202,Applebee's Grill + Bar,1.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,True,'casual',True,False,'full_bar',None,True,True,True,True,True
203,Meat & Potatoes,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,False,True
204,Eddie V's Prime Seafood,4.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,False,False,True
205,Rumfish Grille,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
206,The Cabin of Willowick,3.5,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
207,Bull & Bird Steakhouse,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,NaN,True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",NaN,False,False,True,True
208,Eddie Merlot's - Pittsburgh,4.0,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",3,True,True,'dressy',True,False,u'full_bar',"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,False,False,True,True
209,LongHorn Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
210,Steak Escape West Towne Mall,4.0,NaN,2,False,NaN,'casual',True,True,NaN,NaN,True,NaN,NaN,NaN,NaN
211,Bistro 70,4.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
212,Outback Steakhouse,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
213,Ruth's Chris Steak House,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,False,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,False,True,True
214,Atria's Restaurant,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
215,Quaker Steak & Lube,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
216,Inn Place Restaurant,3.5,NaN,4,True,NaN,NaN,True,NaN,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,True,True,NaN,True
217,Dragonfly Lounge,4.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
218,LongHorn Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
219,Outback Steakhouse,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
220,Johnny's Italian Steakhouse,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NaN,True,True,u'casual',NaN,NaN,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NaN,NaN,True,NaN
221,Capitol ChopHouse,3.5,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,True,True,'dressy',True,False,'full_bar',"{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': True}",True,False,False,True,True
222,Quaker Steak & Lube,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,False,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,False
223,Pittsburgh Chop House,3.0,NaN,3,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,True,True,NaN,True
224,LongHorn Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
225,Rare Steakhouse,4.0,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",4,True,False,'dressy',True,False,'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}",False,False,False,True,True
226,Applebee's Grill + Bar,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
227,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
228,Shuhei,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
229,Quaker Steak & Lube,3.5,None,3,False,True,u'casual',True,False,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,None,None,True,True
230,The Black Iron Grille,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NaN,True,True,True,True
231,Applebee's Grill + Bar,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,None,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
232,Bratenahl Place Bistro,4.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
233,Applebee's Grill + Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,False,'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
234,Casey Jones Tavern,4.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,NaN,True,NaN,u'full_bar',NaN,NaN,NaN,NaN,True,True
235,Morton's The Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",4,True,False,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
236,Fyfe's Corner Bistro,4.0,NaN,3,True,False,'casual',True,False,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NaN,False,False,NaN,False
237,Ginza Sushi House,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'beer_and_wine',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
238,LongHorn Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
239,The Groove Cheesesteak Co,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,True,'casual',True,False,u'beer_and_wine',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,False,True
240,Lone Star Steakhouse & Saloon,3.5,NaN,2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,NaN,True
241,Rusty Anchor,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",False,False,False,True,True
242,Armstrong's,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
243,Prime Rib Steakhouse,3.5,"{'romantic': True, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,True,False,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,False,False,False,True
244,Blake's Seafood Restaurant and Bar,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',None,NaN,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,NaN,NaN,True,True
245,Cioppino Restaurant & Cigar Bar,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': True}",True,False,False,True,True
246,Green Forest Churrascaria,4.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",3,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
247,Applebee's Grill + Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,False,False,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
248,Donatos Fox Chapel,3.0,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
249,O'malley's Rockcliff,2.5,NaN,3,True,NaN,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,NaN,NaN,True,True
250,Sarava At Shaker Square,4.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
251,Diamond Men's Club,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,False,False,True,True
252,Saga Hibachi Steakhouse & Sushi Bar,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
253,V & V scratch kitchen,4.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NaN,False,True,u'casual',True,False,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,False,True
254,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
255,Noosa Bistro,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
256,South Philly Steak & Fries,2.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,False,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,False
257,Full Of Bull Famous Roast Beef,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,True,u'casual',True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
258,Brown Derby,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
259,Sumo Japanese Steakhouse & Sushi Bar,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
260,Corkscrew Saloon,4.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
261,The Carlton,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,u'dressy',True,True,u'full_bar',"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,False,False,True,True
262,Andrew's Steak and Seafood,3.5,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,'casual',True,False,u'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,False,True,True
263,Texas de Brazil,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,'casual',True,True,u'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
264,LongHorn Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
265,Nicky & Smitty's Deli Restaurant,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,u'casual',True,True,u'beer_and_wine',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
266,Rivers Casino,2.5,NaN,NaN,True,True,NaN,True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,False,True,NaN
267,XO Prime Steaks,3.5,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,'dressy',True,False,'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",False,False,False,True,True
268,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
269,Butch's Saloon,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",1,False,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,False
270,Jim Gould,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,True,True,'dressy',True,False,'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,False,True
271,Steak ’n Shake,2.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",1,False,False,'casual',True,False,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
272,Cleveland Chop,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",True,True,True,True,True
273,Steak Eez,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",1,False,NaN,'casual',True,NaN,NaN,NaN,True,True,True,True,False
